class,filename,height,width,xmax,xmin,ymax,ymin
head,09_00902.jpg,60,60,139,79,170,110
shoulder1,09_00902.jpg,76,76,100,74,148,122
shoulder2,09_00902.jpg,76,76,167,141,122,96
head,09_00903.jpg,60,60,132,72,172,112
shoulder1,09_00903.jpg,76,76,94,68,150,124
shoulder2,09_00903.jpg,76,76,160,134,121,95
head,09_00904.jpg,60,60,127,67,174,114
shoulder1,09_00904.jpg,76,76,90,64,151,125
shoulder2,09_00904.jpg,76,76,155,129,122,96
head,09_00905.jpg,60,60,122,62,169,109
shoulder1,09_00905.jpg,76,76,87,61,151,125
shoulder2,09_00905.jpg,76,76,151,125,119,93
head,09_00906.jpg,60,60,119,59,170,110
shoulder1,09_00906.jpg,76,76,83,57,152,126
shoulder2,09_00906.jpg,76,76,148,122,123,97
head,09_00907.jpg,60,60,117,57,170,110
shoulder1,09_00907.jpg,76,76,78,52,151,125
shoulder2,09_00907.jpg,76,76,146,120,126,100
head,09_00908.jpg,60,60,115,55,169,109
shoulder1,09_00908.jpg,76,76,76,50,151,125
shoulder2,09_00908.jpg,76,76,143,117,125,99
head,09_00909.jpg,60,60,111,51,164,104
shoulder1,09_00909.jpg,76,76,73,47,149,123
shoulder2,09_00909.jpg,76,76,142,116,124,98
head,09_00910.jpg,60,60,109,49,164,104
shoulder1,09_00910.jpg,76,76,71,45,149,123
shoulder2,09_00910.jpg,76,76,139,113,122,96
head,09_00911.jpg,60,60,107,47,166,106
shoulder1,09_00911.jpg,76,76,69,43,149,123
shoulder2,09_00911.jpg,76,76,137,111,124,98
head,09_00912.jpg,60,60,105,45,165,105
shoulder1,09_00912.jpg,76,76,68,42,150,124
shoulder2,09_00912.jpg,76,76,136,110,124,98
head,09_00913.jpg,60,60,104,44,167,107
shoulder1,09_00913.jpg,76,76,68,42,153,127
shoulder2,09_00913.jpg,76,76,135,109,125,99
head,09_00914.jpg,60,60,103,43,166,106
shoulder1,09_00914.jpg,76,76,67,41,153,127
shoulder2,09_00914.jpg,76,76,133,107,122,96
head,09_00915.jpg,60,60,104,44,170,110
shoulder1,09_00915.jpg,76,76,68,42,155,129
shoulder2,09_00915.jpg,76,76,134,108,126,100
head,09_00916.jpg,60,60,102,42,170,110
shoulder1,09_00916.jpg,76,76,67,41,155,129
shoulder2,09_00916.jpg,76,76,132,106,124,98
head,09_00917.jpg,60,60,102,42,173,113
shoulder1,09_00917.jpg,76,76,65,39,155,129
shoulder2,09_00917.jpg,76,76,133,107,129,103
head,09_00918.jpg,60,60,102,42,171,111
shoulder1,09_00918.jpg,76,76,64,38,153,127
shoulder2,09_00918.jpg,76,76,133,107,130,104
head,09_00919.jpg,60,60,102,42,168,108
shoulder1,09_00919.jpg,76,76,64,38,151,125
shoulder2,09_00919.jpg,76,76,134,108,130,104
head,09_00920.jpg,60,60,104,44,172,112
shoulder1,09_00920.jpg,76,76,65,39,151,125
shoulder2,09_00920.jpg,76,76,135,109,133,107
head,09_00921.jpg,60,60,106,46,174,114
shoulder1,09_00921.jpg,76,76,66,40,151,125
shoulder2,09_00921.jpg,76,76,137,111,135,109
head,09_00922.jpg,60,60,107,47,175,115
shoulder1,09_00922.jpg,76,76,67,41,152,126
shoulder2,09_00922.jpg,76,76,138,112,134,108
head,09_00923.jpg,60,60,111,51,179,119
shoulder1,09_00923.jpg,76,76,70,44,153,127
shoulder2,09_00923.jpg,76,76,142,116,137,111
head,09_00931.jpg,60,60,134,74,195,135
shoulder1,09_00931.jpg,76,76,88,62,162,136
shoulder2,09_00931.jpg,76,76,158,132,139,113
head,09_00933.jpg,60,60,146,86,187,127
shoulder1,09_00933.jpg,76,76,97,71,157,131
shoulder2,09_00933.jpg,76,76,169,143,136,110
head,09_00934.jpg,60,60,153,93,183,123
shoulder1,09_00934.jpg,76,76,105,79,156,130
shoulder2,09_00934.jpg,76,76,175,149,134,108
head,09_00963.jpg,60,60,128,68,133,73
shoulder1,09_00963.jpg,76,76,146,120,89,63
shoulder2,09_00963.jpg,76,76,116,90,155,129
head,09_00966.jpg,60,60,140,80,116,56
shoulder1,09_00966.jpg,76,76,168,142,86,60
shoulder2,09_00966.jpg,76,76,110,84,135,109
head,09_01017.jpg,60,60,133,73,148,88
shoulder1,09_01017.jpg,76,76,93,67,114,88
shoulder2,09_01017.jpg,76,76,167,141,115,89
head,09_01018.jpg,60,60,133,73,147,87
shoulder1,09_01018.jpg,76,76,92,66,114,88
shoulder2,09_01018.jpg,76,76,166,140,114,88
head,09_01019.jpg,60,60,133,73,149,89
shoulder1,09_01019.jpg,76,76,92,66,116,90
shoulder2,09_01019.jpg,76,76,166,140,115,89
head,09_01020.jpg,60,60,133,73,150,90
shoulder1,09_01020.jpg,76,76,93,67,118,92
shoulder2,09_01020.jpg,76,76,166,140,114,88
head,09_01021.jpg,60,60,133,73,150,90
shoulder1,09_01021.jpg,76,76,92,66,118,92
shoulder2,09_01021.jpg,76,76,165,139,116,90
head,09_01029.jpg,60,60,141,81,177,117
shoulder1,09_01029.jpg,76,76,99,73,133,107
shoulder2,09_01029.jpg,76,76,173,147,139,113
head,09_01031.jpg,60,60,153,93,181,121
shoulder1,09_01031.jpg,76,76,114,88,129,103
shoulder2,09_01031.jpg,76,76,181,155,150,124
head,09_01040.jpg,60,60,133,73,149,89
shoulder1,09_01040.jpg,76,76,129,103,94,68
shoulder2,09_01040.jpg,76,76,160,134,165,139
head,09_01041.jpg,60,60,138,78,150,90
shoulder1,09_01041.jpg,76,76,134,108,96,70
shoulder2,09_01041.jpg,76,76,160,134,167,141
head,09_01057.jpg,60,60,196,136,124,64
shoulder1,09_01057.jpg,76,76,209,183,137,111
shoulder2,09_01057.jpg,76,76,141,115,110,84
head,09_01068.jpg,60,60,164,104,151,91
shoulder1,09_01068.jpg,76,76,119,93,147,121
shoulder2,09_01068.jpg,76,76,172,146,98,72
head,09_01092.jpg,60,60,163,103,133,73
shoulder1,09_01092.jpg,76,76,128,102,86,60
shoulder2,09_01092.jpg,76,76,188,162,129,103
head,09_01093.jpg,60,60,165,105,133,73
shoulder1,09_01093.jpg,76,76,126,100,89,63
shoulder2,09_01093.jpg,76,76,190,164,124,98
head,09_01095.jpg,60,60,173,113,139,79
shoulder1,09_01095.jpg,76,76,127,101,99,73
shoulder2,09_01095.jpg,76,76,197,171,122,96
head,09_01096.jpg,60,60,179,119,149,89
shoulder1,09_01096.jpg,76,76,130,104,106,80
shoulder2,09_01096.jpg,76,76,201,175,125,99
head,09_01097.jpg,60,60,183,123,153,93
shoulder1,09_01097.jpg,76,76,132,106,113,87
shoulder2,09_01097.jpg,76,76,204,178,127,101
head,09_01098.jpg,60,60,187,127,158,98
shoulder1,09_01098.jpg,76,76,135,109,119,93
shoulder2,09_01098.jpg,76,76,208,182,129,103
head,09_01099.jpg,60,60,189,129,161,101
shoulder1,09_01099.jpg,76,76,137,111,126,100
shoulder2,09_01099.jpg,76,76,210,184,129,103
head,09_01100.jpg,60,60,191,131,166,106
shoulder1,09_01100.jpg,76,76,138,112,131,105
shoulder2,09_01100.jpg,76,76,212,186,131,105
head,09_01101.jpg,60,60,191,131,170,110
shoulder1,09_01101.jpg,76,76,137,111,135,109
shoulder2,09_01101.jpg,76,76,211,185,133,107
head,09_01102.jpg,60,60,189,129,176,116
shoulder1,09_01102.jpg,76,76,136,110,138,112
shoulder2,09_01102.jpg,76,76,210,184,137,111
head,09_01103.jpg,60,60,185,125,173,113
shoulder1,09_01103.jpg,76,76,134,108,139,113
shoulder2,09_01103.jpg,76,76,208,182,135,109
head,09_01104.jpg,60,60,180,120,171,111
shoulder1,09_01104.jpg,76,76,130,104,140,114
shoulder2,09_01104.jpg,76,76,203,177,134,108
head,09_01105.jpg,60,60,176,116,174,114
shoulder1,09_01105.jpg,76,76,126,100,142,116
shoulder2,09_01105.jpg,76,76,199,173,135,109
head,09_01106.jpg,60,60,173,113,175,115
shoulder1,09_01106.jpg,76,76,123,97,144,118
shoulder2,09_01106.jpg,76,76,197,171,136,110
head,09_01107.jpg,60,60,169,109,176,116
shoulder1,09_01107.jpg,76,76,120,94,146,120
shoulder2,09_01107.jpg,76,76,194,168,137,111
head,09_01108.jpg,60,60,166,106,176,116
shoulder1,09_01108.jpg,76,76,118,92,147,121
shoulder2,09_01108.jpg,76,76,191,165,139,113
head,09_01109.jpg,60,60,164,104,176,116
shoulder1,09_01109.jpg,76,76,116,90,148,122
shoulder2,09_01109.jpg,76,76,190,164,141,115
head,09_01110.jpg,60,60,162,102,175,115
shoulder1,09_01110.jpg,76,76,115,89,147,121
shoulder2,09_01110.jpg,76,76,188,162,142,116
head,09_01111.jpg,60,60,162,102,175,115
shoulder1,09_01111.jpg,76,76,114,88,147,121
shoulder2,09_01111.jpg,76,76,188,162,143,117
head,09_01112.jpg,60,60,162,102,176,116
shoulder1,09_01112.jpg,76,76,114,88,146,120
shoulder2,09_01112.jpg,76,76,188,162,143,117
head,09_01113.jpg,60,60,163,103,175,115
shoulder1,09_01113.jpg,76,76,115,89,146,120
shoulder2,09_01113.jpg,76,76,189,163,143,117
head,09_01114.jpg,60,60,163,103,176,116
shoulder1,09_01114.jpg,76,76,115,89,147,121
shoulder2,09_01114.jpg,76,76,189,163,143,117
head,09_01115.jpg,60,60,164,104,176,116
shoulder1,09_01115.jpg,76,76,116,90,147,121
shoulder2,09_01115.jpg,76,76,189,163,143,117
head,09_01116.jpg,60,60,164,104,177,117
shoulder1,09_01116.jpg,76,76,116,90,148,122
shoulder2,09_01116.jpg,76,76,190,164,144,118
head,09_01117.jpg,60,60,165,105,176,116
shoulder1,09_01117.jpg,76,76,117,91,149,123
shoulder2,09_01117.jpg,76,76,190,164,144,118
head,09_01118.jpg,60,60,165,105,176,116
shoulder1,09_01118.jpg,76,76,117,91,149,123
shoulder2,09_01118.jpg,76,76,190,164,144,118
head,09_01119.jpg,60,60,165,105,176,116
shoulder1,09_01119.jpg,76,76,117,91,149,123
shoulder2,09_01119.jpg,76,76,190,164,144,118
head,09_01120.jpg,60,60,163,103,176,116
shoulder1,09_01120.jpg,76,76,116,90,150,124
shoulder2,09_01120.jpg,76,76,189,163,144,118
head,09_01121.jpg,60,60,162,102,176,116
shoulder1,09_01121.jpg,76,76,114,88,150,124
shoulder2,09_01121.jpg,76,76,188,162,143,117
head,09_01122.jpg,60,60,159,99,179,119
shoulder1,09_01122.jpg,76,76,112,86,151,125
shoulder2,09_01122.jpg,76,76,186,160,144,118
head,09_01123.jpg,60,60,156,96,180,120
shoulder1,09_01123.jpg,76,76,110,84,152,126
shoulder2,09_01123.jpg,76,76,183,157,143,117
head,09_01124.jpg,60,60,154,94,178,118
shoulder1,09_01124.jpg,76,76,108,82,152,126
shoulder2,09_01124.jpg,76,76,181,155,142,116
head,09_01125.jpg,60,60,152,92,180,120
shoulder1,09_01125.jpg,76,76,107,81,153,127
shoulder2,09_01125.jpg,76,76,180,154,142,116
head,09_01126.jpg,60,60,152,92,178,118
shoulder1,09_01126.jpg,76,76,106,80,153,127
shoulder2,09_01126.jpg,76,76,178,152,142,116
head,09_01127.jpg,60,60,153,93,180,120
shoulder1,09_01127.jpg,76,76,106,80,154,128
shoulder2,09_01127.jpg,76,76,179,153,143,117
head,09_01128.jpg,60,60,154,94,181,121
shoulder1,09_01128.jpg,76,76,107,81,154,128
shoulder2,09_01128.jpg,76,76,180,154,144,118
head,09_01129.jpg,60,60,156,96,182,122
shoulder1,09_01129.jpg,76,76,108,82,155,129
shoulder2,09_01129.jpg,76,76,181,155,144,118
head,09_01130.jpg,60,60,158,98,179,119
shoulder1,09_01130.jpg,76,76,110,84,154,128
shoulder2,09_01130.jpg,76,76,182,156,144,118
head,09_01131.jpg,60,60,161,101,178,118
shoulder1,09_01131.jpg,76,76,111,85,154,128
shoulder2,09_01131.jpg,76,76,184,158,144,118
head,09_01132.jpg,60,60,163,103,179,119
shoulder1,09_01132.jpg,76,76,112,86,155,129
shoulder2,09_01132.jpg,76,76,185,159,145,119
head,09_01133.jpg,60,60,164,104,180,120
shoulder1,09_01133.jpg,76,76,113,87,155,129
shoulder2,09_01133.jpg,76,76,186,160,146,120
head,09_01134.jpg,60,60,164,104,181,121
shoulder1,09_01134.jpg,76,76,113,87,155,129
shoulder2,09_01134.jpg,76,76,186,160,146,120
head,09_01135.jpg,60,60,164,104,181,121
shoulder1,09_01135.jpg,76,76,114,88,155,129
shoulder2,09_01135.jpg,76,76,187,161,147,121
head,09_01136.jpg,60,60,165,105,181,121
shoulder1,09_01136.jpg,76,76,114,88,155,129
shoulder2,09_01136.jpg,76,76,187,161,146,120
head,09_01137.jpg,60,60,166,106,182,122
shoulder1,09_01137.jpg,76,76,115,89,155,129
shoulder2,09_01137.jpg,76,76,188,162,146,120
head,09_01138.jpg,60,60,167,107,182,122
shoulder1,09_01138.jpg,76,76,116,90,155,129
shoulder2,09_01138.jpg,76,76,189,163,146,120
head,09_01139.jpg,60,60,166,106,182,122
shoulder1,09_01139.jpg,76,76,115,89,155,129
shoulder2,09_01139.jpg,76,76,189,163,147,121
head,09_01140.jpg,60,60,167,107,181,121
shoulder1,09_01140.jpg,76,76,116,90,154,128
shoulder2,09_01140.jpg,76,76,190,164,147,121
head,09_01141.jpg,60,60,166,106,181,121
shoulder1,09_01141.jpg,76,76,116,90,154,128
shoulder2,09_01141.jpg,76,76,190,164,147,121
head,09_01142.jpg,60,60,166,106,181,121
shoulder1,09_01142.jpg,76,76,116,90,154,128
shoulder2,09_01142.jpg,76,76,189,163,148,122
head,09_01143.jpg,60,60,166,106,182,122
shoulder1,09_01143.jpg,76,76,116,90,155,129
shoulder2,09_01143.jpg,76,76,189,163,148,122
head,09_01144.jpg,60,60,166,106,182,122
shoulder1,09_01144.jpg,76,76,116,90,155,129
shoulder2,09_01144.jpg,76,76,190,164,148,122
head,09_01145.jpg,60,60,165,105,181,121
shoulder1,09_01145.jpg,76,76,116,90,155,129
shoulder2,09_01145.jpg,76,76,189,163,147,121
head,09_01146.jpg,60,60,165,105,182,122
shoulder1,09_01146.jpg,76,76,116,90,155,129
shoulder2,09_01146.jpg,76,76,190,164,148,122
head,09_01147.jpg,60,60,165,105,185,125
shoulder1,09_01147.jpg,76,76,116,90,156,130
shoulder2,09_01147.jpg,76,76,189,163,148,122
head,09_01148.jpg,60,60,165,105,186,126
shoulder1,09_01148.jpg,76,76,116,90,156,130
shoulder2,09_01148.jpg,76,76,189,163,148,122
head,09_01149.jpg,60,60,166,106,184,124
shoulder1,09_01149.jpg,76,76,116,90,156,130
shoulder2,09_01149.jpg,76,76,190,164,148,122
head,09_01150.jpg,60,60,166,106,183,123
shoulder1,09_01150.jpg,76,76,117,91,156,130
shoulder2,09_01150.jpg,76,76,190,164,147,121
head,09_01151.jpg,60,60,167,107,183,123
shoulder1,09_01151.jpg,76,76,117,91,156,130
shoulder2,09_01151.jpg,76,76,191,165,147,121
head,09_01152.jpg,60,60,167,107,182,122
shoulder1,09_01152.jpg,76,76,117,91,155,129
shoulder2,09_01152.jpg,76,76,191,165,147,121
head,09_01153.jpg,60,60,167,107,182,122
shoulder1,09_01153.jpg,76,76,117,91,154,128
shoulder2,09_01153.jpg,76,76,191,165,147,121
head,09_01154.jpg,60,60,168,108,182,122
shoulder1,09_01154.jpg,76,76,118,92,153,127
shoulder2,09_01154.jpg,76,76,192,166,146,120
head,09_01155.jpg,60,60,168,108,182,122
shoulder1,09_01155.jpg,76,76,118,92,153,127
shoulder2,09_01155.jpg,76,76,192,166,147,121
head,09_01156.jpg,60,60,169,109,182,122
shoulder1,09_01156.jpg,76,76,118,92,152,126
shoulder2,09_01156.jpg,76,76,192,166,146,120
head,09_01157.jpg,60,60,169,109,182,122
shoulder1,09_01157.jpg,76,76,119,93,153,127
shoulder2,09_01157.jpg,76,76,192,166,146,120
head,09_01158.jpg,60,60,169,109,179,119
shoulder1,09_01158.jpg,76,76,119,93,152,126
shoulder2,09_01158.jpg,76,76,193,167,144,118
head,09_01159.jpg,60,60,170,110,178,118
shoulder1,09_01159.jpg,76,76,119,93,151,125
shoulder2,09_01159.jpg,76,76,193,167,143,117
head,09_01160.jpg,60,60,170,110,177,117
shoulder1,09_01160.jpg,76,76,119,93,151,125
shoulder2,09_01160.jpg,76,76,193,167,143,117
head,09_01161.jpg,60,60,170,110,176,116
shoulder1,09_01161.jpg,76,76,120,94,151,125
shoulder2,09_01161.jpg,76,76,193,167,143,117
head,09_01162.jpg,60,60,170,110,176,116
shoulder1,09_01162.jpg,76,76,120,94,151,125
shoulder2,09_01162.jpg,76,76,193,167,142,116
head,09_01163.jpg,60,60,169,109,176,116
shoulder1,09_01163.jpg,76,76,119,93,150,124
shoulder2,09_01163.jpg,76,76,193,167,142,116
head,09_01164.jpg,60,60,168,108,176,116
shoulder1,09_01164.jpg,76,76,119,93,150,124
shoulder2,09_01164.jpg,76,76,192,166,142,116
head,09_01165.jpg,60,60,168,108,176,116
shoulder1,09_01165.jpg,76,76,119,93,150,124
shoulder2,09_01165.jpg,76,76,192,166,142,116
head,09_01166.jpg,60,60,168,108,179,119
shoulder1,09_01166.jpg,76,76,119,93,151,125
shoulder2,09_01166.jpg,76,76,192,166,142,116
head,09_01167.jpg,60,60,169,109,181,121
shoulder1,09_01167.jpg,76,76,119,93,151,125
shoulder2,09_01167.jpg,76,76,193,167,142,116
head,09_01168.jpg,60,60,169,109,181,121
shoulder1,09_01168.jpg,76,76,120,94,150,124
shoulder2,09_01168.jpg,76,76,193,167,143,117
head,09_01169.jpg,60,60,169,109,179,119
shoulder1,09_01169.jpg,76,76,120,94,149,123
shoulder2,09_01169.jpg,76,76,193,167,142,116
head,09_01170.jpg,60,60,170,110,178,118
shoulder1,09_01170.jpg,76,76,120,94,148,122
shoulder2,09_01170.jpg,76,76,194,168,141,115
head,09_01171.jpg,60,60,173,113,180,120
shoulder1,09_01171.jpg,76,76,121,95,148,122
shoulder2,09_01171.jpg,76,76,195,169,142,116
head,09_01172.jpg,60,60,175,115,181,121
shoulder1,09_01172.jpg,76,76,123,97,146,120
shoulder2,09_01172.jpg,76,76,196,170,143,117
head,09_01173.jpg,60,60,177,117,181,121
shoulder1,09_01173.jpg,76,76,124,98,145,119
shoulder2,09_01173.jpg,76,76,198,172,144,118
head,09_01174.jpg,60,60,179,119,184,124
shoulder1,09_01174.jpg,76,76,126,100,145,119
shoulder2,09_01174.jpg,76,76,199,173,145,119
head,09_01175.jpg,60,60,181,121,189,129
shoulder1,09_01175.jpg,76,76,128,102,150,124
shoulder2,09_01175.jpg,76,76,201,175,142,116
head,09_01176.jpg,60,60,182,122,193,133
shoulder1,09_01176.jpg,76,76,129,103,151,125
shoulder2,09_01176.jpg,76,76,201,175,141,115
head,09_01177.jpg,60,60,181,121,195,135
shoulder1,09_01177.jpg,76,76,128,102,150,124
shoulder2,09_01177.jpg,76,76,201,175,141,115
head,09_01178.jpg,60,60,180,120,197,137
shoulder1,09_01178.jpg,76,76,126,100,150,124
shoulder2,09_01178.jpg,76,76,200,174,142,116
head,09_01179.jpg,60,60,178,118,200,140
shoulder1,09_01179.jpg,76,76,124,98,152,126
shoulder2,09_01179.jpg,76,76,197,171,142,116
head,09_01180.jpg,60,60,174,114,203,143
shoulder1,09_01180.jpg,76,76,121,95,153,127
shoulder2,09_01180.jpg,76,76,194,168,143,117
head,09_01181.jpg,60,60,169,109,205,145
shoulder1,09_01181.jpg,76,76,117,91,158,132
shoulder2,09_01181.jpg,76,76,189,163,145,119
head,09_01183.jpg,60,60,158,98,207,147
shoulder1,09_01183.jpg,76,76,110,84,163,137
shoulder2,09_01183.jpg,76,76,180,154,148,122
head,09_01184.jpg,60,60,155,95,207,147
shoulder1,09_01184.jpg,76,76,108,82,161,135
shoulder2,09_01184.jpg,76,76,178,152,147,121
head,09_01185.jpg,60,60,153,93,209,149
shoulder1,09_01185.jpg,76,76,106,80,160,134
shoulder2,09_01185.jpg,76,76,177,151,148,122
head,09_01189.jpg,60,60,155,95,217,157
shoulder1,09_01189.jpg,76,76,108,82,171,145
shoulder2,09_01189.jpg,76,76,177,151,152,126
head,09_01192.jpg,60,60,160,100,217,157
shoulder1,09_01192.jpg,76,76,109,83,167,141
shoulder2,09_01192.jpg,76,76,180,154,153,127
head,09_01193.jpg,60,60,161,101,217,157
shoulder1,09_01193.jpg,76,76,109,83,169,143
shoulder2,09_01193.jpg,76,76,180,154,156,130
head,09_01194.jpg,60,60,162,102,215,155
shoulder1,09_01194.jpg,76,76,108,82,168,142
shoulder2,09_01194.jpg,76,76,180,154,155,129
head,09_01195.jpg,60,60,163,103,211,151
shoulder1,09_01195.jpg,76,76,108,82,165,139
shoulder2,09_01195.jpg,76,76,179,153,153,127
head,09_01196.jpg,60,60,163,103,207,147
shoulder1,09_01196.jpg,76,76,108,82,165,139
shoulder2,09_01196.jpg,76,76,180,154,149,123
head,09_01197.jpg,60,60,164,104,205,145
shoulder1,09_01197.jpg,76,76,109,83,164,138
shoulder2,09_01197.jpg,76,76,180,154,146,120
head,09_01198.jpg,60,60,165,105,203,143
shoulder1,09_01198.jpg,76,76,110,84,164,138
shoulder2,09_01198.jpg,76,76,180,154,146,120
head,09_01199.jpg,60,60,164,104,203,143
shoulder1,09_01199.jpg,76,76,110,84,165,139
shoulder2,09_01199.jpg,76,76,180,154,147,121
head,09_01200.jpg,60,60,164,104,203,143
shoulder1,09_01200.jpg,76,76,109,83,163,137
shoulder2,09_01200.jpg,76,76,180,154,146,120
head,09_01201.jpg,60,60,163,103,199,139
shoulder1,09_01201.jpg,76,76,109,83,161,135
shoulder2,09_01201.jpg,76,76,180,154,145,119
head,09_01202.jpg,60,60,163,103,198,138
shoulder1,09_01202.jpg,76,76,111,85,162,136
shoulder2,09_01202.jpg,76,76,181,155,144,118
head,09_01220.jpg,60,60,176,116,203,143
shoulder1,09_01220.jpg,76,76,123,97,166,140
shoulder2,09_01220.jpg,76,76,193,167,148,122
head,09_01221.jpg,60,60,176,116,203,143
shoulder1,09_01221.jpg,76,76,122,96,167,141
shoulder2,09_01221.jpg,76,76,193,167,146,120
head,09_01222.jpg,60,60,177,117,206,146
shoulder1,09_01222.jpg,76,76,123,97,168,142
shoulder2,09_01222.jpg,76,76,193,167,150,124
head,09_01223.jpg,60,60,177,117,206,146
shoulder1,09_01223.jpg,76,76,122,96,168,142
shoulder2,09_01223.jpg,76,76,193,167,148,122
head,09_01224.jpg,60,60,177,117,207,147
shoulder1,09_01224.jpg,76,76,122,96,167,141
shoulder2,09_01224.jpg,76,76,194,168,152,126
head,09_01235.jpg,60,60,178,118,204,144
shoulder1,09_01235.jpg,76,76,122,96,163,137
shoulder2,09_01235.jpg,76,76,194,168,152,126
head,09_01236.jpg,60,60,177,117,204,144
shoulder1,09_01236.jpg,76,76,121,95,164,138
shoulder2,09_01236.jpg,76,76,193,167,151,125
head,09_01237.jpg,60,60,177,117,203,143
shoulder1,09_01237.jpg,76,76,121,95,163,137
shoulder2,09_01237.jpg,76,76,194,168,152,126
head,09_01238.jpg,60,60,177,117,203,143
shoulder1,09_01238.jpg,76,76,121,95,163,137
shoulder2,09_01238.jpg,76,76,194,168,152,126
head,09_01239.jpg,60,60,176,116,203,143
shoulder1,09_01239.jpg,76,76,121,95,162,136
shoulder2,09_01239.jpg,76,76,193,167,152,126
head,09_01240.jpg,60,60,176,116,203,143
shoulder1,09_01240.jpg,76,76,121,95,162,136
shoulder2,09_01240.jpg,76,76,193,167,152,126
head,09_01241.jpg,60,60,175,115,203,143
shoulder1,09_01241.jpg,76,76,121,95,162,136
shoulder2,09_01241.jpg,76,76,193,167,151,125
head,09_01242.jpg,60,60,174,114,203,143
shoulder1,09_01242.jpg,76,76,120,94,162,136
shoulder2,09_01242.jpg,76,76,192,166,150,124
head,09_01243.jpg,60,60,173,113,203,143
shoulder1,09_01243.jpg,76,76,120,94,161,135
shoulder2,09_01243.jpg,76,76,192,166,151,125
head,09_01244.jpg,60,60,173,113,202,142
shoulder1,09_01244.jpg,76,76,120,94,161,135
shoulder2,09_01244.jpg,76,76,192,166,150,124
head,09_01245.jpg,60,60,175,115,203,143
shoulder1,09_01245.jpg,76,76,121,95,160,134
shoulder2,09_01245.jpg,76,76,194,168,149,123
head,09_01246.jpg,60,60,178,118,201,141
shoulder1,09_01246.jpg,76,76,124,98,158,132
shoulder2,09_01246.jpg,76,76,197,171,149,123
head,09_01247.jpg,60,60,182,122,200,140
shoulder1,09_01247.jpg,76,76,127,101,156,130
shoulder2,09_01247.jpg,76,76,201,175,150,124
head,09_01248.jpg,60,60,188,128,196,136
shoulder1,09_01248.jpg,76,76,133,107,152,126
shoulder2,09_01248.jpg,76,76,206,180,150,124
head,09_01249.jpg,60,60,192,132,194,134
shoulder1,09_01249.jpg,76,76,138,112,146,120
shoulder2,09_01249.jpg,76,76,211,185,153,127
head,09_01250.jpg,60,60,195,135,193,133
shoulder1,09_01250.jpg,76,76,142,116,144,118
shoulder2,09_01250.jpg,76,76,213,187,154,128
head,09_01251.jpg,60,60,197,137,192,132
shoulder1,09_01251.jpg,76,76,145,119,139,113
shoulder2,09_01251.jpg,76,76,215,189,156,130
head,09_01252.jpg,60,60,196,136,187,127
shoulder1,09_01252.jpg,76,76,148,122,134,108
shoulder2,09_01252.jpg,76,76,215,189,159,133
head,09_01253.jpg,60,60,194,134,187,127
shoulder1,09_01253.jpg,76,76,150,124,131,105
shoulder2,09_01253.jpg,76,76,214,188,163,137
head,09_01255.jpg,60,60,187,127,184,124
shoulder1,09_01255.jpg,76,76,149,123,126,100
shoulder2,09_01255.jpg,76,76,207,181,167,141
head,09_01256.jpg,60,60,181,121,182,122
shoulder1,09_01256.jpg,76,76,146,120,124,98
shoulder2,09_01256.jpg,76,76,202,176,169,143
head,09_01257.jpg,60,60,175,115,179,119
shoulder1,09_01257.jpg,76,76,143,117,121,95
shoulder2,09_01257.jpg,76,76,198,172,168,142
head,09_01258.jpg,60,60,171,111,177,117
shoulder1,09_01258.jpg,76,76,141,115,119,93
shoulder2,09_01258.jpg,76,76,193,167,169,143
head,09_01259.jpg,60,60,167,107,176,116
shoulder1,09_01259.jpg,76,76,137,111,119,93
shoulder2,09_01259.jpg,76,76,190,164,169,143
head,09_01260.jpg,60,60,162,102,176,116
shoulder1,09_01260.jpg,76,76,136,110,117,91
shoulder2,09_01260.jpg,76,76,184,158,170,144
head,09_01261.jpg,60,60,158,98,170,110
shoulder1,09_01261.jpg,76,76,135,109,112,86
shoulder2,09_01261.jpg,76,76,180,154,168,142
head,09_01262.jpg,60,60,155,95,167,107
shoulder1,09_01262.jpg,76,76,133,107,110,84
shoulder2,09_01262.jpg,76,76,176,150,168,142
head,09_01268.jpg,60,60,142,82,152,92
shoulder1,09_01268.jpg,76,76,130,104,100,74
shoulder2,09_01268.jpg,76,76,157,131,166,140
head,09_01269.jpg,60,60,141,81,152,92
shoulder1,09_01269.jpg,76,76,132,106,101,75
shoulder2,09_01269.jpg,76,76,154,128,169,143
head,09_01270.jpg,60,60,140,80,156,96
shoulder1,09_01270.jpg,76,76,134,108,104,78
shoulder2,09_01270.jpg,76,76,151,125,174,148
head,09_01271.jpg,60,60,139,79,157,97
shoulder1,09_01271.jpg,76,76,136,110,106,80
shoulder2,09_01271.jpg,76,76,149,123,177,151
head,09_01272.jpg,60,60,138,78,160,100
shoulder1,09_01272.jpg,76,76,137,111,108,82
shoulder2,09_01272.jpg,76,76,147,121,180,154
head,09_01273.jpg,60,60,139,79,162,102
shoulder1,09_01273.jpg,76,76,138,112,110,84
shoulder2,09_01273.jpg,76,76,146,120,182,156
head,09_01274.jpg,60,60,140,80,162,102
shoulder1,09_01274.jpg,76,76,140,114,110,84
shoulder2,09_01274.jpg,76,76,146,120,182,156
head,09_01292.jpg,60,60,185,125,107,47
